timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,ema_99
2024-04-19,8.81530000,42.22220000,8.81530000,9.3719,459.17000000,1713571199999,4948.84919400,98,124.57000000,1772.80831900,0,9.3719
2024-04-20,9.38380000,11.25060000,9.33660000,10.2791,2271.03000000,1713657599999,22295.64021400,187,35.27000000,347.79706400,0,9.390044
2024-04-21,10.17990000,11.06780000,9.75440000,10.0001,1168.56000000,1713743999999,11906.72312000,173,379.50000000,3980.18864900,0,9.40224512
2024-04-22,10.02060000,10.43000000,9.45060000,10.25,2362.91000000,1713830399999,23944.70558800,397,780.95000000,7909.45140000,0,9.4192002176
2024-04-23,10.35000000,10.36000000,9.67000000,9.67,1010.58000000,1713916799999,10065.60670000,295,506.13000000,5079.03800000,0,9.424216213248
2024-04-24,9.66000000,10.23000000,9.08000000,9.14,2533.83000000,1714003199999,24577.10637200,1038,1367.99000000,13446.83620000,0,9.41853188898304
2024-04-25,9.13000000,9.23000000,8.75000000,9.04,3655.99000000,1714089599999,33003.33750000,2567,1575.69000000,14255.79570000,0,9.410961251203378
2024-04-26,9.05000000,9.12000000,8.70000000,8.82,2417.69000000,1714175999999,21578.42260000,1222,1150.58000000,10288.33890000,0,9.39914202617931
2024-04-27,9.00000000,9.08000000,8.45000000,9.03,2089.27000000,1714262399999,18476.17450000,1013,1165.48000000,10341.07490000,0,9.391759185655724
2024-04-28,9.04000000,9.26000000,8.94000000,8.94,418.57000000,1714348799999,3797.03990000,248,243.10000000,2205.51480000,0,9.38272400194261
2024-04-29,9.08000000,9.40000000,8.75000000,9.09,3098.60000000,1714435199999,27739.67110000,1421,1208.47000000,10845.93210000,0,9.376869521903757
2024-04-30,9.07000000,9.26000000,8.15000000,8.72,4367.62000000,1714521599999,37698.48030000,2617,2430.02000000,20953.07170000,0,9.363732131465682
2024-05-01,8.70000000,8.97000000,8.15000000,8.97,17425.19000000,1714607999999,148941.83230000,4472,6516.13000000,55822.51410000,0,9.355857488836367
2024-05-02,8.91000000,8.96000000,8.47000000,8.87,6868.65000000,1714694399999,60439.68460000,3004,2917.67000000,25684.42180000,0,9.34614033905964
2024-05-03,8.89000000,9.18000000,8.79000000,9.14,8575.54000000,1714780799999,77300.88270000,2257,3628.33000000,32661.93960000,0,9.342017532278446
2024-05-04,9.11000000,9.30000000,9.02000000,9.14,3878.54000000,1714867199999,35504.01530000,1845,2640.64000000,24182.54030000,0,9.337977181632876
2024-05-05,9.10000000,9.30000000,8.96000000,9.18,2616.15000000,1714953599999,23814.64520000,619,1145.01000000,10440.85840000,0,9.334817638000219
2024-05-06,9.30000000,9.55000000,8.99000000,9.01,8033.37000000,1715039999999,73979.29200000,454,4581.85000000,42147.89850000,0,9.328321285240214
2024-05-07,8.96000000,9.14000000,8.76000000,8.78,4703.77000000,1715126399999,42136.58150000,1609,2647.12000000,23661.70160000,0,9.31735485953541
2024-05-08,8.79000000,13.90000000,8.49000000,8.58,6199.68000000,1715212799999,53838.61930000,2389,2987.15000000,26088.07790000,0,9.302607762344701
2024-05-09,8.59000000,8.89000000,8.39000000,8.81,5556.31000000,1715299199999,47978.46900000,1212,2459.52000000,21278.81320000,0,9.292755607097806
2024-05-10,8.79000000,8.91000000,8.37000000,8.45,6522.02000000,1715385599999,56002.26150000,1634,3141.17000000,27097.30670000,0,9.27590049495585
2024-05-11,8.44000000,8.51000000,8.31000000,8.4,5258.32000000,1715471999999,44205.62620000,1010,2477.00000000,20830.06480000,0,9.258382485056734
2024-05-12,8.41000000,8.51000000,8.32000000,8.34,7274.53000000,1715558399999,61147.11920000,715,2497.92000000,21025.00750000,0,9.240014835355598
2024-05-13,8.39000000,8.56000000,7.92000000,8.16,18053.79000000,1715644799999,149520.91750000,4017,7607.95000000,62965.16440000,0,9.218414538648487
2024-05-14,8.17000000,8.24000000,7.77000000,7.78,15132.94000000,1715731199999,121414.34230000,4021,7785.49000000,62518.40310000,0,9.189646247875517
2024-05-15,7.80000000,8.56000000,7.72000000,8.48,6326.43000000,1715817599999,51283.13680000,1350,2985.30000000,24345.65260000,0,9.175453322918006
2024-05-16,8.50000000,8.60000000,8.11000000,8.37,6465.80000000,1715903999999,54164.09720000,2041,3493.21000000,29296.45380000,0,9.159344256459645
2024-05-17,8.36000000,8.71000000,8.27000000,8.58,5409.06000000,1715990399999,46243.10130000,1500,2394.77000000,20476.56590000,0,9.147757371330453
