timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,ema_99
2023-12-28,1.50520000,2.88980000,0.99930000,1.4655,10990.40000000,1703807999999,16737.64418000,158,1018.10000000,1560.40191000,0,1.4655
2023-12-29,1.45100000,1.61570000,1.40010000,1.5055,10855.70000000,1703894399999,16078.92786000,159,4195.50000000,6337.44186000,0,1.4663
2023-12-30,1.49840000,1.55200000,1.40000000,1.4813,12654.30000000,1703980799999,18888.31566000,100,4076.80000000,6183.61201000,0,1.4666
2023-12-31,1.49970000,1.70720000,1.49820000,1.5496,6074.00000000,1704067199999,9597.44601000,107,1214.00000000,1912.28041000,0,1.46826
2024-01-01,1.56840000,1.74540000,1.27100000,1.7321,5202.20000000,1704153599999,8494.63536000,98,1307.50000000,2213.99323000,0,1.4735368
2024-01-02,1.75000000,1.90000000,1.68860000,1.7227,109843.20000000,1704239999999,194920.49510000,527,14029.40000000,25116.01201000,0,1.478520064
2024-01-03,1.78660000,2.25980000,1.44000000,1.8847,231201.00000000,1704326399999,424749.41643000,1421,54589.20000000,104004.19611000,0,1.48664366272
2024-01-04,1.90910000,2.13220000,1.71450000,2.0088,39265.50000000,1704412799999,76439.61349000,409,15093.30000000,29712.51129000,0,1.4970867894656
2024-01-05,1.99790000,2.01120000,1.83870000,1.9496,24861.10000000,1704499199999,47121.56448000,234,7036.90000000,13447.00262000,0,1.506137053676288
2024-01-06,1.94470000,1.95950000,1.65520000,1.7545,22606.00000000,1704585599999,40322.41908000,337,10777.00000000,19216.46285000,0,1.5111043126027621
2024-01-07,1.77350000,1.88120000,1.69800000,1.698,15540.80000000,1704671999999,28436.23468000,163,6385.20000000,11704.64308000,0,1.5148422263507069
2024-01-08,1.73440000,1.86470000,1.59800000,1.8234,168103.30000000,1704758399999,294268.66547000,1550,97435.50000000,170421.49216000,0,1.5210133818236926
2024-01-09,1.82440000,1.84540000,1.62700000,1.8412,332206.20000000,1704844799999,575828.90933000,2573,151451.60000000,263462.85176000,0,1.5274171141872188
2024-01-10,1.85070000,2.27170000,1.84310000,2.2202,486306.90000000,1704931199999,985837.23400000,4974,264916.50000000,534768.39052000,0,1.5412727719034744
2024-01-11,2.23240000,2.39670000,2.13930000,2.2637,272808.60000000,1705017599999,620028.53798000,3077,131052.00000000,297752.54356000,0,1.555721316465405
2024-01-12,2.25340000,2.40970000,2.08750000,2.2,543148.70000000,1705103999999,1252172.09203000,6747,293890.40000000,678210.77762000,0,1.5686068901360968
2024-01-13,2.20700000,2.21470000,2.08000000,2.1762,101805.80000000,1705190399999,219948.25251000,786,45941.80000000,99230.28710000,0,1.5807587523333748
2024-01-14,2.16310000,2.19360000,2.02000000,2.0299,64504.50000000,1705276799999,134676.02356000,543,30290.50000000,63246.16089000,0,1.5897415772867074
2024-01-15,2.03010000,2.17180000,2.03010000,2.1136,117866.60000000,1705363199999,250781.27221000,739,90989.90000000,194111.60079000,0,1.6002187457409731
2024-01-16,2.11880000,2.19690000,2.04660000,2.15,220561.60000000,1705449599999,472317.62635000,1630,114984.90000000,246018.59338000,0,1.6112143708261537
2024-01-17,2.15170000,2.16400000,1.99760000,2.0383,384055.40000000,1705535999999,788439.52793000,2280,160025.00000000,329042.64530000,0,1.6197560834096305
2024-01-18,2.03710000,2.03900000,1.83830000,1.8896,625158.00000000,1705622399999,1205668.36706000,3420,359124.30000000,692430.34708000,0,1.625152961741438
2024-01-19,1.88780000,1.90130000,1.72390000,1.8545,623942.50000000,1705708799999,1140530.83419000,3349,388470.10000000,710050.02297000,0,1.6297399025066093
2024-01-20,1.85030000,1.85240000,1.75780000,1.8153,372646.80000000,1705795199999,670355.65773000,2236,212977.70000000,382899.85219000,0,1.633451104456477
2024-01-21,1.81530000,1.90160000,1.78230000,1.8145,513919.50000000,1705881599999,951264.16843000,3080,329741.80000000,611125.00819000,0,1.6370720823673475
2024-01-22,1.81390000,1.83100000,1.65100000,1.686,890745.50000000,1705967999999,1542127.88986000,4496,451843.90000000,783187.58466000,0,1.6380506407200004
2024-01-23,1.68460000,1.73550000,1.54180000,1.6881,1047472.50000000,1706054399999,1714526.78495000,5233,613932.00000000,1007442.84133000,0,1.6390516279056004
2024-01-24,1.68510000,1.74350000,1.63190000,1.7324,676548.90000000,1706140799999,1145662.62161000,3137,409982.50000000,694339.57354000,0,1.6409185953474883
2024-01-25,1.73630000,1.77200000,1.63890000,1.7302,524224.40000000,1706227199999,892018.00137000,2427,314391.30000000,534451.74561000,0,1.6427042234405385
2024-01-26,1.72900000,1.82210000,1.71120000,1.8199,732784.40000000,1706313599999,1298868.93241000,2993,461434.30000000,817917.20716000,0,1.6462481389717276
2024-01-27,1.81560000,1.84020000,1.77500000,1.7955,376329.40000000,1706399999999,679730.39811000,1773,248687.80000000,449148.59020000,0,1.649233176192293
2024-01-28,1.79660000,1.89650000,1.70000000,1.798,762191.40000000,1706486399999,1401703.49658000,3074,413650.00000000,761640.20173000,0,1.652208512668447
2024-01-29,1.79870000,1.85900000,1.77150000,1.8547,746205.80000000,1706572799999,1358283.43724000,2629,485586.10000000,884302.42408000,0,1.6562583424150779
2024-01-30,1.85370000,1.97100000,1.83730000,1.8845,1028650.70000000,1706659199999,1950239.51834000,3818,612555.90000000,1157870.32460000,0,1.6608231755667762
2024-01-31,1.88770000,1.88770000,1.74230000,1.7628,760908.60000000,1706745599999,1390741.62538000,2927,490843.80000000,898077.06306000,0,1.6628627120554407
2024-02-01,1.76200000,1.78700000,1.69020000,1.7858,572572.70000000,1706831999999,990075.50340000,2462,414845.00000000,717192.59799000,0,1.6653214578143318
2024-02-02,1.78490000,1.81660000,1.75660000,1.7912,367470.70000000,1706918399999,658510.19870000,1535,241181.60000000,432305.33595000,0,1.6678390286580451
2024-02-03,1.78950000,1.83560000,1.76390000,1.7649,217572.70000000,1707004799999,392603.05681000,1054,129478.10000000,233736.08063000,0,1.6697802480848842
2024-02-04,1.76520000,1.77470000,1.72350000,1.7304,196621.20000000,1707091199999,344804.74487000,946,104856.20000000,184013.73050000,0,1.6709926431231865
2024-02-05,1.72960000,1.78510000,1.70000000,1.7332,317128.00000000,1707177599999,553967.05919000,1905,146614.20000000,255790.50303000,0,1.6722367902607227
2024-02-06,1.73050000,1.87380000,1.72780000,1.8315,782040.10000000,1707263999999,1420035.51150000,3920,395660.30000000,718396.76137000,0,1.6754220544555083
2024-02-07,1.83150000,1.93190000,1.80880000,1.8978,773755.50000000,1707350399999,1443969.01727000,3012,368973.40000000,689964.59868000,0,1.6798696133663982
2024-02-08,1.90100000,1.92830000,1.85880000,1.8626,524356.30000000,1707436799999,991763.68449000,3648,274861.50000000,520074.79163000,0,1.6835242210990702
2024-02-09,1.86270000,1.99980000,1.86270000,1.9811,734556.60000000,1707523199999,1421107.23841000,3768,422532.70000000,816151.00082000,0,1.6894757366770887
2024-02-10,1.98190000,2.01940000,1.93600000,1.9608,434277.30000000,1707609599999,857622.77555000,2089,233847.20000000,461712.46540000,0,1.694902221943547
2024-02-11,1.95770000,2.00740000,1.93380000,1.941,381586.70000000,1707695999999,753949.89557000,1526,193614.00000000,382740.98833000,0,1.699824177504676
2024-02-12,1.94240000,2.08280000,1.91450000,2.0754,924808.20000000,1707782399999,1854940.85544000,3703,574595.20000000,1155956.46280000,0,1.7073356939545825
2024-02-13,2.07700000,2.10840000,1.99280000,2.0465,811775.10000000,1707868799999,1664563.45955000,4720,429556.00000000,879672.39075000,0,1.7141189800754908
2024-02-14,2.04870000,2.12550000,2.01340000,2.1127,753572.10000000,1707955199999,1571782.52298000,4139,453628.50000000,947447.80429000,0,1.7220906004739809
2024-02-15,2.11320000,2.17310000,2.04060000,2.0718,827655.40000000,1708041599999,1748084.50714000,5202,427787.50000000,904688.02405000,0,1.7290847884645013
2024-02-16,2.07430000,2.09520000,1.96390000,2.0115,543211.00000000,1708127999999,1104074.68695000,3413,304602.90000000,619287.53293000,0,1.7347330926952111
2024-02-17,2.00920000,2.01880000,1.90510000,1.9705,343008.40000000,1708214399999,672491.30264000,2381,158653.90000000,311029.58186000,0,1.739448430841307
2024-02-18,1.97000000,2.05190000,1.94400000,2.0395,616215.10000000,1708300799999,1238026.55255000,3420,367027.10000000,737782.02811000,0,1.7454494622244807
2024-02-19,2.03940000,2.10080000,2.01590000,2.0546,977162.30000000,1708387199999,2012072.42676000,5505,585916.20000000,1208979.62987000,0,1.751632472979991
2024-02-20,2.05590000,2.08750000,1.90090000,2.0096,2187198.10000000,1708473599999,4352102.10460000,10838,1525883.50000000,3031812.67901000,0,1.7567918235203912
2024-02-21,2.00760000,2.01770000,1.80500000,1.8789,1295626.90000000,1708559999999,2431246.21081000,5764,792430.20000000,1482463.09033000,0,1.7592339870499833
2024-02-22,1.87690000,1.89620000,1.78920000,1.8068,1059875.80000000,1708646399999,1952763.43723000,5075,612677.50000000,1127318.23646000,0,1.7601853073089837
2024-02-23,1.80640000,1.82570000,1.73830000,1.7974,856878.70000000,1708732799999,1529943.85942000,3919,434707.90000000,776663.11052000,0,1.760929601162804
2024-02-24,1.79800000,1.85200000,1.75130000,1.8443,706119.60000000,1708819199999,1284914.35759000,3257,396157.30000000,720442.52582000,0,1.7625970091395478
2024-02-25,1.84350000,1.90390000,1.82280000,1.9034,672554.80000000,1708905599999,1257663.00554000,2186,360942.50000000,675194.89970000,0,1.7654130689567569
2024-02-26,1.90400000,1.95580000,1.80850000,1.9321,845646.00000000,1708991999999,1598958.33308000,3178,488368.30000000,925390.14174000,0,1.7687468075776216
2024-02-27,1.92920000,1.95520000,1.87460000,1.8961,909506.40000000,1709078399999,1747582.59224000,4026,483555.10000000,930196.86072000,0,1.771293871426069
2024-02-28,1.89690000,1.98270000,1.76950000,1.9031,1420459.60000000,1709164799999,2701753.08369000,5858,921912.20000000,1757061.62300000,0,1.7739299939975477
2024-02-29,1.90120000,2.08560000,1.88470000,1.9417,2048908.00000000,1709251199999,4088669.39332000,7436,1200997.00000000,2395462.43849000,0,1.7772853941175968
2024-03-01,1.94500000,2.01400000,1.94150000,1.9886,1051787.30000000,1709337599999,2083150.37728000,3995,516910.60000000,1023779.58249000,0,1.781511686235245
2024-03-02,1.98880000,2.02630000,1.95400000,2.0263,1214052.00000000,1709423999999,2414650.21109000,4415,723158.00000000,1441436.55552000,0,1.78640745251054
2024-03-03,2.02550000,2.19260000,1.86000000,2.0477,2105649.50000000,1709510399999,4388542.84658000,8416,1097786.60000000,2285864.00324000,0,1.7916333034603291
2024-03-04,2.04500000,2.07140000,1.92170000,1.9843,1456538.50000000,1709596799999,2917659.36849000,5463,705129.20000000,1411849.48202000,0,1.7954866373911225
2024-03-05,1.98390000,2.17860000,1.76040000,1.9665,2922314.70000000,1709683199999,6038769.22155000,12169,1470512.80000000,3040818.96426000,0,1.7989069046433
2024-03-06,1.96900000,2.14760000,1.92400000,2.0537,1830555.20000000,1709769599999,3737758.88050000,8133,856698.10000000,1751462.84683000,0,1.804002766550434
2024-03-07,2.05460000,2.19050000,2.02000000,2.1688,1242572.80000000,1709855999999,2613956.17426000,5285,593873.40000000,1247742.22697000,0,1.8112987112194252
2024-03-08,2.16760000,2.27770000,2.02820000,2.1404,1120102.60000000,1709942399999,2454132.88351000,6830,518642.90000000,1139173.38156000,0,1.8178807369950367
2024-03-09,2.13360000,2.16860000,2.07650000,2.101,694450.30000000,1710028799999,1473611.69363000,3084,320810.80000000,679967.71136000,0,1.823543122255136
2024-03-10,2.10000000,2.13020000,2.00410000,2.0686,909410.90000000,1710115199999,1885997.78008000,4304,426083.00000000,883762.52228000,0,1.8284442598100332
2024-03-11,2.06930000,2.14000000,1.94890000,2.0828,1304926.30000000,1710201599999,2699391.50794000,6431,698675.40000000,1447220.10755000,0,1.8335313746138324
2024-03-12,2.08250000,2.18200000,1.90510000,2.0171,912857.10000000,1710287999999,1834887.14967000,3515,510008.80000000,1024257.15325000,0,1.8372027471215557
2024-03-13,2.02190000,2.25670000,2.02190000,2.1163,2632556.70000000,1710374399999,5645839.23642000,7965,1451007.70000000,3104013.01804000,0,1.8427846921791247
2024-03-14,2.11510000,2.11750000,1.93050000,2.015,1702230.50000000,1710460799999,3476906.05888000,5946,909638.30000000,1863228.53975000,0,1.8462289983355422
2024-03-15,2.01470000,2.03130000,1.78890000,1.8858,1711020.20000000,1710547199999,3244102.69530000,6136,1204154.30000000,2280419.99823000,0,1.8470204183688312
2024-03-16,1.88770000,1.97650000,1.71510000,1.7552,2133736.10000000,1710633599999,4038068.20416000,8425,1619576.70000000,3080321.27599000,0,1.8451840100014545
2024-03-17,1.75540000,1.77280000,1.61440000,1.7354,961644.50000000,1710719999999,1645278.37719000,3951,557607.10000000,955356.56132000,0,1.8429883298014254
2024-03-18,1.73610000,1.76040000,1.59860000,1.6213,1630564.10000000,1710806399999,2713932.62754000,5161,912542.10000000,1518896.63688000,0,1.8385545632053968
2024-03-19,1.62220000,1.67260000,1.44500000,1.624,2220695.40000000,1710892799999,3498121.48129000,5568,1385883.70000000,2188475.16840000,0,1.834263471941289
2024-03-20,1.62340000,1.76580000,1.55000000,1.7469,2242079.70000000,1710979199999,3723293.78735000,5553,1075191.50000000,1787658.94198000,0,1.832516202502463
2024-03-21,1.74620000,1.79630000,1.67120000,1.681,1455529.80000000,1711065599999,2531791.74769000,4543,962330.40000000,1674859.48602000,0,1.8294858784524137
2024-03-22,1.68160000,1.69490000,1.56270000,1.6039,875639.00000000,1711151999999,1416488.14061000,2742,455173.30000000,738069.20420000,0,1.8249741608833654
2024-03-23,1.60470000,1.63700000,1.57580000,1.596,584498.40000000,1711238399999,942306.63745000,1941,334885.80000000,539655.69629000,0,1.820394677665698
2024-03-24,1.59960000,1.67370000,1.58660000,1.6709,577345.90000000,1711324799999,945249.62060000,1791,361533.40000000,592387.01165000,0,1.8174047841123842
2024-03-25,1.67150000,1.75030000,1.64830000,1.7245,787352.00000000,1711411199999,1338257.58880000,2699,409375.00000000,694580.79816000,0,1.8155466884301363
2024-03-26,1.72390000,1.75520000,1.65010000,1.7007,863293.30000000,1711497599999,1482192.34987000,2978,564141.40000000,969251.29861000,0,1.8132497546615336
2024-03-27,1.70030000,1.73960000,1.62580000,1.6533,1345688.50000000,1711583999999,2251154.92064000,3444,880233.70000000,1469645.48944000,0,1.8100507595683029
2024-03-28,1.65340000,1.69490000,1.62690000,1.6666,1229269.00000000,1711670399999,2055846.92914000,3459,721656.80000000,1206188.29256000,0,1.8071817443769367
2024-03-29,1.66710000,1.66790000,1.60930000,1.6422,792046.60000000,1711756799999,1301640.11471000,2566,471095.00000000,774698.69307000,0,1.803882109489398
2024-03-30,1.64310000,1.67820000,1.63320000,1.6416,783664.30000000,1711843199999,1297498.45887000,2403,477529.70000000,790541.13409000,0,1.80063646729961
2024-03-31,1.64120000,1.69120000,1.63490000,1.6631,416131.10000000,1711929599999,689123.17583000,1700,260586.50000000,430569.55868000,0,1.7978857379536177
2024-04-01,1.66140000,1.66260000,1.53290000,1.5675,922717.70000000,1712015999999,1469141.29295000,3090,548184.30000000,871623.39790000,0,1.7932780231945453
2024-04-02,1.56780000,1.56790000,1.43190000,1.4469,1554233.00000000,1712102399999,2284846.48178000,4868,810710.00000000,1190026.39088000,0,1.7863504627306543
2024-04-03,1.44750000,1.50380000,1.40010000,1.4773,1532203.70000000,1712188799999,2249234.67835000,3881,942220.40000000,1382485.62021000,0,1.7801694534760413
2024-04-04,1.47850000,1.51000000,1.43520000,1.4601,1459992.00000000,1712275199999,2154697.10571000,3681,1042089.00000000,1537442.84344000,0,1.7737680644065204
2024-04-05,1.45580000,1.46500000,1.38290000,1.4366,1051678.20000000,1712361599999,1501941.94012000,3386,643814.50000000,920779.15046000,0,1.7670247031183899
2024-04-06,1.43230000,1.50100000,1.42680000,1.4888,625815.00000000,1712447999999,919032.16174000,1839,414220.90000000,608153.41679000,0,1.761460209056022
2024-04-07,1.48640000,1.53160000,1.48110000,1.5297,507805.80000000,1712534399999,761942.41546000,1369,294664.00000000,442486.54767000,0,1.7568250048749017
2024-04-08,1.52710000,1.57810000,1.49220000,1.5697,898014.40000000,1712620799999,1382492.48138000,2625,576302.90000000,887198.46395000,0,1.7530825047774037
2024-04-09,1.56910000,1.59010000,1.47480000,1.4827,1760688.90000000,1712707199999,2720907.89499000,4952,948411.10000000,1463393.72188000,0,1.7476748546818557
2024-04-10,1.48090000,1.49710000,1.41000000,1.4667,1102165.50000000,1712793599999,1610669.70545000,3352,632137.50000000,923443.98035000,0,1.7420553575882185
2024-04-11,1.46620000,1.48190000,1.41100000,1.4185,887842.40000000,1712879999999,1282501.28437000,2711,501695.50000000,723513.96673000,0,1.735584250436454
2024-04-12,1.41820000,1.85000000,1.02000000,1.1749,2764033.20000000,1712966399999,3435312.80902000,7312,1444307.20000000,1821932.19259000,0,1.7243705654277248
2024-04-13,1.17350000,1.18760000,0.85840000,1.0335,4114308.00000000,1713052799999,4276805.25397000,11265,1831580.00000000,1904886.77816000,0,1.7105531541191703
2024-04-14,1.03230000,1.19050000,1.00140000,1.1812,4179733.40000000,1713139199999,4605083.62304000,15607,2364837.90000000,2602612.62495000,0,1.6999660910367869
2024-04-15,1.18000000,1.27040000,1.12060000,1.1532,3382302.90000000,1713225599999,4035315.66512000,12824,2264685.20000000,2698989.95709000,0,1.689030769216051
2024-04-16,1.15270000,1.17060000,1.09120000,1.1549,2900300.60000000,1713311999999,3281897.81694000,12062,1907963.40000000,2159698.79445000,0,1.67834815383173
2024-04-17,1.15380000,1.17140000,1.08000000,1.1057,2104361.00000000,1713398399999,2364583.02474000,7767,1600953.50000000,1799423.11855000,0,1.6668951907550953
2024-04-18,1.10500000,1.16590000,1.08000000,1.1385,1969077.60000000,1713484799999,2223360.14749000,7234,1384114.40000000,1561300.42596000,0,1.6563272869399934
2024-04-19,1.13830000,1.16700000,1.04250000,1.1196,4774939.70000000,1713571199999,5373720.70095000,10294,2793735.40000000,3142687.43994000,0,1.6455927412011935
2024-04-20,1.11960000,1.22280000,1.10740000,1.2161,2601228.20000000,1713657599999,3008114.83266000,5821,1517544.80000000,1752820.10234000,0,1.6370028863771695
2024-04-21,1.21380000,1.22950000,1.16850000,1.1897,2208775.90000000,1713743999999,2647741.58507000,6691,1343242.20000000,1609837.04875000,0,1.6280568286496262
2024-04-22,1.19070000,1.23970000,1.18290000,1.2084,2414476.60000000,1713830399999,2926038.30804000,6197,1432268.30000000,1734307.48021000,0,1.6196636920766336
2024-04-23,1.20910000,1.22030000,1.16730000,1.1789,1736854.20000000,1713916799999,2065060.48043000,4317,1103335.70000000,1311549.03533000,0,1.6108484182351008
2024-04-24,1.18060000,1.20270000,1.10000000,1.1154,3829146.50000000,1714003199999,4404003.56620000,8493,2278868.90000000,2627529.55860000,0,1.6009394498703988
2024-04-25,1.11540000,1.12370000,1.06640000,1.09,3561237.00000000,1714089599999,3902437.64154000,5790,1979298.80000000,2168628.67788000,0,1.590720660872991
2024-04-26,1.09040000,1.09380000,1.05280000,1.0647,2821465.50000000,1714175999999,3036956.74790000,4497,1511926.60000000,1627204.89507000,0,1.580200247655531
